rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/drive_me_crazy,Rotten,28.0,36.0,Spilled,53.0,59058.0,8,10,26,1999,2015,10,11
m/driven,Fresh,63.0,51.0,Upright,67.0,144.0,12,32,19,2019,2019,8,8
m/driverx,Rotten,44.0,9.0,Upright,87.0,85.0,4,4,5,2018,2018,11,11
m/drones_2013,Rotten,33.0,6.0,Spilled,29.0,179.0,2,2,4,2014,2016,6,2
m/drop_dead_fred,Rotten,11.0,36.0,Upright,77.0,198519.0,11,4,32,1991,2016,5,2
m/drop_dead_gorgeous,Rotten,45.0,69.0,Upright,75.0,60263.0,22,31,38,1999,2019,7,4
m/drop_zone,Rotten,41.0,22.0,Spilled,32.0,19259.0,4,9,13,1994,2014,12,6
m/drowning_mona,Rotten,29.0,76.0,Spilled,46.0,15277.0,24,22,54,2000,2012,3,4
m/drowning_pool,Rotten,50.0,16.0,Spilled,50.0,689.0,5,8,8,1975,2017,1,1
m/drug_war_2013,Fresh,94.0,54.0,Upright,77.0,2598.0,18,51,3,2013,2013,7,10
m/drugstore_cowboy,Fresh,100.0,28.0,Upright,85.0,22907.0,7,28,0,1989,2016,1,10
m/drumline,Fresh,82.0,84.0,Upright,70.0,322171.0,27,69,15,2002,2015,12,11
m/drums_along_the_mohawk,Fresh,82.0,11.0,Upright,60.0,2998.0,0,9,2,1939,2013,11,1
m/drunkboat,Rotten,23.0,13.0,Spilled,23.0,96.0,5,3,10,2012,2015,7,9
m/drunken_master,Fresh,79.0,19.0,Upright,85.0,34663.0,0,15,4,1978,2012,10,5
m/drunks,Rotten,57.0,7.0,Spilled,44.0,540.0,3,4,3,1995,2016,6,3
m/dry_land,Fresh,64.0,25.0,Spilled,46.0,474.0,9,16,9,2010,2010,7,11
m/duane_hopwood,Rotten,55.0,20.0,Upright,60.0,4422.0,9,11,9,2005,2016,1,9
m/duck,Rotten,50.0,18.0,Spilled,45.0,1597.0,6,9,9,2005,2016,3,11
m/duck_butter_2018,Rotten,57.0,37.0,Spilled,42.0,120.0,15,21,16,2018,2018,4,4
m/duck_season_2006,Fresh,91.0,76.0,Upright,78.0,21845.0,27,69,7,2006,2015,3,5
m/duck_soup,Fresh,92.0,51.0,Upright,91.0,36418.0,10,47,4,1933,2015,11,12
m/duck_you_sucker,Fresh,92.0,24.0,Upright,83.0,11541.0,6,22,2,1972,2016,6,10
m/ducktales-the-movie,Fresh,88.0,8.0,Upright,69.0,50000.0,3,7,1,1990,2016,8,1
m/dude_bro_party_massacre_iii,Fresh,90.0,10.0,Upright,77.0,242.0,0,9,1,2015,2017,6,3
m/dude_wheres_my_car,Rotten,17.0,58.0,Spilled,47.0,367439.0,16,10,48,2000,2015,12,11
m/dudley_doright,Rotten,16.0,45.0,Spilled,23.0,40177.0,15,7,38,1999,2015,8,12
m/due-date,Rotten,39.0,193.0,Spilled,52.0,125516.0,43,76,117,2010,2013,11,11
m/duellists,Fresh,92.0,26.0,Upright,83.0,6220.0,5,24,2,1977,2016,1,8
m/dukes,Rotten,57.0,23.0,Spilled,34.0,36073.0,13,13,10,2007,2013,4,11
m/dukes_of_hazzard,Rotten,14.0,170.0,Spilled,47.0,409871.0,42,23,147,2005,2009,8,5
m/dukes_of_hazzard_the_beginning,Rotten,20.0,5.0,Spilled,47.0,11570.0,0,1,4,2007,2016,3,11
m/duma,Fresh,93.0,61.0,Upright,80.0,20944.0,28,57,4,2005,2008,9,10
m/dumb_and_dumber,Fresh,68.0,53.0,Upright,84.0,1028307.0,13,36,17,1994,2008,12,11
m/dumb_and_dumber_to,Rotten,30.0,151.0,Spilled,35.0,65721.0,36,45,106,2014,2016,11,1
m/dumb_and_dumberer_when_harry_met_lloyd,Rotten,10.0,119.0,Spilled,23.0,258935.0,33,12,107,2003,2008,6,10
m/dumbo,Fresh,98.0,42.0,Upright,70.0,432270.0,6,41,1,1941,2015,10,12
m/dumbo_2019,Rotten,46.0,363.0,Spilled,48.0,4451.0,46,168,195,2019,2019,3,6
m/dumbstruck_2011,Fresh,72.0,29.0,Upright,78.0,204.0,12,21,8,2011,2012,4,7
m/dumplin,Fresh,85.0,62.0,Upright,74.0,1114.0,16,53,9,2018,2018,12,12
m/dungeons_and_dragons,Rotten,10.0,92.0,Spilled,19.0,47658.0,29,9,83,2000,2011,12,1
m/dunkirk_2017,Fresh,92.0,453.0,Upright,81.0,68676.0,61,419,34,2017,2017,7,12
m/dunston_checks_in,Rotten,12.0,17.0,Spilled,40.0,46060.0,5,2,15,1996,2015,1,11
m/dunwich_horror,Rotten,17.0,6.0,Spilled,30.0,2627.0,0,1,5,1970,2017,1,5
m/duplex,Rotten,35.0,112.0,Spilled,40.0,72064.0,32,39,73,2003,2016,9,10
m/duplicity_2009,Fresh,66.0,189.0,Spilled,37.0,294800.0,47,124,65,2009,2014,3,2
m/dust2001,Rotten,20.0,15.0,Upright,62.0,1563.0,5,3,12,2003,2017,1,2
m/dust_devil,Rotten,29.0,7.0,Upright,60.0,2187.0,0,2,5,1992,2015,8,9
m/dust_factory,Rotten,9.0,11.0,Spilled,57.0,5124.0,4,1,10,2004,2017,10,1
m/dust_to_glory,Fresh,60.0,68.0,Upright,91.0,2874.0,23,41,27,2005,2016,4,12
m/dying_breed,Rotten,50.0,10.0,Spilled,23.0,1487.0,3,5,5,2009,2016,1,8
m/dying_gaul,Rotten,50.0,70.0,Spilled,52.0,3302.0,24,35,35,2005,2012,11,1
m/dying_of_the_light,Rotten,8.0,36.0,Spilled,15.0,979.0,12,3,33,2014,2015,12,11
m/dying_to_know_ram_dass_and_timothy_leary,Fresh,78.0,9.0,Upright,83.0,188.0,4,7,2,2014,2017,10,6
m/dynamite_warrior,Fresh,67.0,15.0,Spilled,35.0,4361.0,6,10,5,2007,2013,6,11
m/dysfunktional_family,Rotten,43.0,63.0,Upright,77.0,1575.0,20,27,36,2003,2016,4,4
m/e_demon_2018,Rotten,33.0,6.0,Upright,78.0,22.0,0,2,4,2018,2018,9,9
m/eagle_eye,Rotten,26.0,183.0,Upright,62.0,307353.0,46,48,135,2008,2013,9,8
m/eagle_vs_shark,Rotten,55.0,107.0,Upright,67.0,38643.0,41,59,48,2007,2016,8,4
m/eames_the_architect_and_the_painter_2011,Fresh,88.0,25.0,Upright,82.0,690.0,14,22,3,2011,2017,11,2
m/early_summer,Fresh,100.0,11.0,Upright,93.0,2928.0,1,11,0,1951,2017,1,11
m/earth_girls_are_easy,Fresh,68.0,34.0,Spilled,42.0,41020.0,8,23,11,1989,2015,5,5
m/earth_one_amazing_day,Fresh,100.0,21.0,Upright,84.0,215.0,7,21,0,2017,2018,10,1
m/earth_to_echo,Rotten,50.0,125.0,Spilled,47.0,33968.0,34,63,62,2014,2014,7,10
m/earth_vs_the_flying_saucers,Fresh,73.0,15.0,Spilled,54.0,3719.0,0,11,4,1956,2012,7,4
m/earthquake,Rotten,42.0,26.0,Spilled,35.0,8276.0,4,11,15,1974,2016,11,8
m/earthquake_bird,Rotten,50.0,40.0,Spilled,54.0,197.0,10,20,20,2019,2019,11,11
m/easier_with_practice,Fresh,88.0,34.0,Upright,70.0,841.0,13,30,4,2009,2010,6,3
m/east-palace-west-palace,Fresh,80.0,5.0,Spilled,59.0,819.0,0,4,1,1998,2004,6,1
m/east_is_east,Fresh,78.0,32.0,Upright,78.0,12937.0,7,25,7,1999,2017,9,3
m/east_side_sushi,Fresh,95.0,20.0,Upright,83.0,893.0,8,19,1,2015,2016,9,10
m/east_side_west_side,Rotten,33.0,6.0,Upright,74.0,362.0,2,2,4,1949,2014,12,1
m/easter_parade,Fresh,91.0,23.0,Upright,86.0,9323.0,6,21,2,1948,2015,7,9
m/eastern_boys_2013,Fresh,89.0,37.0,Upright,76.0,591.0,13,33,4,2015,2017,2,3
m/eastern_promises,Fresh,89.0,200.0,Upright,83.0,149249.0,49,178,22,2007,2016,9,4
m/eastwest,Fresh,65.0,31.0,Upright,88.0,2516.0,7,20,11,2000,2017,4,5
m/easy,Rotten,59.0,17.0,Spilled,48.0,1998.0,7,10,7,2004,2017,11,3
m/easy-a,Fresh,85.0,190.0,Upright,77.0,129018.0,41,162,28,2010,2012,9,4
m/easy_come_easy_go,Rotten,43.0,7.0,Spilled,37.0,4248.0,1,3,4,1967,2016,3,8
m/easy_living_2017,Fresh,78.0,9.0,Upright,76.0,92.0,2,7,2,2017,2017,9,9
m/easy_money_hard_to_kill,Rotten,50.0,20.0,Spilled,45.0,301.0,10,10,10,2014,2017,2,1
m/easy_rider,Fresh,83.0,53.0,Upright,82.0,58748.0,8,44,9,1969,2012,1,4
m/eat_drink_man_woman,Fresh,88.0,49.0,Upright,92.0,14195.0,13,43,6,1994,2016,8,3
m/eat_the_rich,Rotten,43.0,7.0,Upright,81.0,1248.0,5,3,4,1987,2016,1,6
m/eating,Fresh,75.0,8.0,Spilled,40.0,89.0,1,6,2,1990,2016,11,3
m/eating_animals,Fresh,91.0,46.0,Upright,74.0,348.0,17,42,4,2018,2018,6,10
m/eating_out,Rotten,16.0,25.0,Spilled,58.0,7703.0,11,4,21,2004,2017,2,3
m/eating_out_2_sloppy_seconds,Rotten,44.0,16.0,Upright,63.0,4701.0,10,7,9,2006,2016,11,11
m/eating_out_3,Rotten,17.0,6.0,Spilled,53.0,808.0,4,1,5,2009,2017,10,3
m/eating_raoul,Fresh,86.0,21.0,Upright,72.0,5430.0,2,18,3,1982,2017,9,5
m/echelon_conspiracy,Rotten,8.0,13.0,Spilled,31.0,1329490.0,3,1,12,2009,2013,2,3
m/echoes_of_innocence,Rotten,0.0,7.0,Upright,62.0,312.0,3,0,7,2005,2016,1,6
m/echoes_of_war_2015,Rotten,31.0,13.0,Spilled,44.0,132.0,5,4,9,2015,2016,5,3
m/ecstasy_2012,Rotten,15.0,20.0,Spilled,24.0,1315.0,7,3,17,2012,2016,11,8
m/ed,Rotten,0.0,16.0,Spilled,22.0,9332.0,5,0,16,1996,2016,3,8
m/ed_gein,Rotten,10.0,10.0,Spilled,40.0,5018.0,2,1,9,2001,2017,5,3
m/ed_wood,Fresh,92.0,65.0,Upright,88.0,107229.0,14,60,5,1994,2016,9,10
m/eddie_murphy_raw,Fresh,81.0,21.0,Upright,85.0,43429.0,3,17,4,1987,2013,12,8
m/eddie_the_eagle,Fresh,82.0,199.0,Upright,82.0,22886.0,38,163,36,2016,2016,2,5
m/eddie_the_sleepwalking_cannibal,Fresh,61.0,18.0,Spilled,52.0,324.0,9,11,7,2013,2016,4,8
m/eden_1998,Rotten,50.0,12.0,Spilled,59.0,537.0,5,6,6,1998,2014,3,10
m/eden_2012,Fresh,85.0,40.0,Upright,68.0,3271.0,15,34,6,2013,2016,3,8
m/eden_2015,Fresh,83.0,105.0,Spilled,57.0,2591.0,30,87,18,2015,2016,6,5
m/eden_lake,Fresh,79.0,28.0,Upright,66.0,37208.0,8,22,6,2008,2016,10,8
m/eden_log,Rotten,50.0,8.0,Spilled,34.0,5145.0,0,4,4,2007,2016,12,4
m/edge,Fresh,64.0,50.0,Upright,70.0,43240.0,12,32,18,1997,2015,9,11
m/edge_of_darkness,Rotten,55.0,215.0,Spilled,49.0,542501.0,49,119,96,2010,2012,1,4
m/edge_of_love,Rotten,37.0,59.0,Spilled,43.0,53727.0,21,22,37,2008,2019,5,7
m/edge_of_seventeen,Fresh,78.0,23.0,Upright,73.0,3827.0,9,18,5,1999,2016,4,8
m/edie,Fresh,62.0,42.0,Upright,70.0,107.0,13,26,16,2019,2019,9,12
m/edison_force,Rotten,13.0,8.0,Spilled,36.0,9854.0,2,1,7,2006,2020,7,9
m/edmond,Rotten,47.0,74.0,Spilled,45.0,50076.0,26,35,39,2005,2017,8,4
m/edtv,Fresh,64.0,47.0,Spilled,30.0,61107.0,9,30,17,1999,2016,3,5
m/education_of_charlie_banks,Rotten,48.0,31.0,Spilled,45.0,8552.0,15,15,16,2009,2017,3,4
m/education_of_little_tree,Rotten,59.0,17.0,Upright,75.0,1674.0,6,10,7,1997,2016,6,8
m/edward_scissorhands,Fresh,90.0,60.0,Upright,91.0,1032919.0,11,54,6,1990,2014,12,11
m/eegah,Rotten,0.0,8.0,Spilled,22.0,2203.0,0,0,8,1962,2015,6,8
m/egg_2019,Fresh,100.0,11.0,Spilled,38.0,168.0,4,11,0,2019,2019,1,1
m/eight_below,Fresh,73.0,153.0,Upright,79.0,374328.0,41,111,42,2006,2013,2,10
m/eight_legged_freaks,Rotten,48.0,145.0,Spilled,32.0,102730.0,29,69,76,2002,2009,7,12
m/eight_men_out,Fresh,86.0,51.0,Upright,80.0,12684.0,12,44,7,1988,2017,9,3
m/eight_miles_high,Rotten,47.0,17.0,Spilled,54.0,918.0,8,8,9,2008,2017,7,5
m/eighth_grade,Fresh,99.0,305.0,Upright,82.0,5199.0,50,302,3,2018,2018,8,9
m/einaym_pkuhot,Fresh,86.0,35.0,Upright,77.0,1317.0,15,30,5,2010,2017,2,1
m/eisenstein_in_guanajuato,Fresh,61.0,54.0,Spilled,51.0,280.0,19,33,21,2016,2016,2,11
m/ejecta,Rotten,40.0,10.0,Spilled,15.0,244.0,1,4,6,2015,2017,2,4
m/ek_main_air_ekk_tu,Fresh,67.0,9.0,Spilled,39.0,1301.0,3,6,3,2012,2017,2,2
m/eklavya,Fresh,75.0,8.0,Upright,64.0,3224.0,4,6,2,2007,2015,2,11
m/el-nino-pez,Fresh,80.0,5.0,Spilled,46.0,494.0,0,4,1,2009,2015,2,2
m/el_artista_y_la_modelo_2013,Fresh,70.0,43.0,Spilled,55.0,529.0,22,30,13,2013,2016,8,8
m/el_aura,Fresh,87.0,47.0,Upright,76.0,5238.0,17,41,6,2006,2017,11,5
m/el_bulli_cooking_in_progress_2010,Fresh,60.0,47.0,Spilled,49.0,626.0,22,28,19,2011,2017,7,1
m/el_camino_a_breaking_bad_movie,Fresh,91.0,126.0,Upright,81.0,4773.0,27,115,11,2019,2019,10,10
m/el_camino_christmas,Rotten,40.0,5.0,Spilled,39.0,232.0,0,2,3,2017,2017,12,12
m/el_cantante,Rotten,25.0,107.0,Upright,63.0,9375.0,40,27,80,2007,2010,8,9
m/el_chicano,Rotten,38.0,24.0,Spilled,55.0,139.0,12,9,15,2019,2019,5,7
m/el_dorado,Fresh,100.0,22.0,Upright,87.0,12694.0,6,22,0,1967,2013,6,8
m/el_mariachi,Fresh,93.0,29.0,Upright,76.0,54751.0,7,27,2,1993,2012,2,4
m/el_norte,Fresh,86.0,21.0,Upright,82.0,2378.0,4,18,3,1984,2016,1,11
m/el_topo,Fresh,79.0,43.0,Upright,84.0,14623.0,14,34,9,1970,2016,12,3
m/election,Fresh,92.0,113.0,Upright,79.0,61797.0,25,104,9,1999,2013,5,8
m/election_2,Fresh,96.0,48.0,Upright,81.0,6180.0,22,46,2,2007,2015,4,2
m/electra_glide_in_blue,Fresh,60.0,10.0,Upright,75.0,2367.0,0,6,4,1973,2017,6,4
m/electric_boogaloo_the_wild_untold_story_of_cannon_films,Fresh,91.0,47.0,Upright,81.0,719.0,7,43,4,2012,2016,1,11
m/electric_horseman,Fresh,64.0,22.0,Spilled,57.0,3881.0,4,14,8,1979,2017,12,9
m/electric_man_2012,Rotten,20.0,10.0,Spilled,55.0,17.0,3,2,8,2012,2017,11,2
m/electric_slide,Rotten,14.0,7.0,Spilled,28.0,118.0,2,1,6,2015,2015,4,7
m/electroma,Fresh,60.0,5.0,Upright,73.0,3826.0,1,3,2,2006,2008,5,7
m/elektra,Rotten,11.0,166.0,Spilled,29.0,257200.0,42,18,148,2005,2015,1,10
m/elektra-luxx,Rotten,24.0,33.0,Spilled,19.0,3033.0,11,8,25,2011,2016,3,4
m/elena_2012,Fresh,94.0,65.0,Upright,73.0,2806.0,26,61,4,2012,2016,5,10
m/elephant,Fresh,73.0,161.0,Upright,79.0,59170.0,46,118,43,2003,2017,11,3
m/elephant_walk,Fresh,60.0,10.0,Spilled,50.0,1825.0,4,6,4,1954,2017,4,1
m/elf,Fresh,84.0,194.0,Upright,79.0,909193.0,47,163,31,2003,2015,11,12
m/elfie_hopkins_2012,Rotten,0.0,16.0,Spilled,14.0,118.0,5,0,16,2012,2014,4,1
m/eli_2019,Rotten,48.0,25.0,Spilled,38.0,551.0,3,12,13,2019,2019,1,10
m/elis,Rotten,29.0,7.0,Upright,67.0,14.0,1,2,5,2018,2018,3,4
m/elite_squad,Rotten,53.0,34.0,Upright,87.0,16904.0,12,18,16,2007,2017,8,3
m/eliza_graves,Rotten,54.0,56.0,Spilled,49.0,5105.0,16,31,26,2014,2017,10,5
m/elizabeth_harvest,Rotten,52.0,21.0,Spilled,40.0,156.0,7,11,10,2018,2018,8,8
m/elizabethtown,Rotten,28.0,176.0,Upright,66.0,352622.0,43,50,126,2005,2013,10,8
m/ella_enchanted,Rotten,50.0,115.0,Spilled,57.0,340612.0,32,58,57,2004,2015,4,12
m/elle_2016,Fresh,91.0,237.0,Upright,73.0,11921.0,43,216,21,2016,2017,11,3
m/elles_2011,Rotten,23.0,61.0,Spilled,26.0,3590.0,23,14,47,2012,2016,4,10
m/ellie_parker,Rotten,51.0,49.0,Spilled,43.0,5896.0,18,25,24,2005,2017,11,5
m/elling,Fresh,85.0,59.0,Upright,91.0,6821.0,18,50,9,2002,2017,5,2
m/eloise,Rotten,11.0,9.0,Spilled,17.0,318.0,5,1,8,2017,2017,2,3
m/elsa_and_fred_2014,Rotten,32.0,28.0,Spilled,50.0,677.0,12,9,19,2014,2017,11,5
m/elvira_mistress_of_the_dark,Rotten,50.0,20.0,Upright,65.0,10388.0,4,10,10,1988,2017,9,1
m/elviras_haunted_hills,Fresh,67.0,9.0,Spilled,46.0,4259.0,3,6,3,2001,2012,6,6
m/elvis_and_nixon_2016,Fresh,77.0,153.0,Spilled,57.0,6029.0,39,118,35,2016,2016,4,7
m/elysium_2013,Fresh,65.0,255.0,Spilled,58.0,162878.0,57,167,89,2013,2015,8,11
m/embrace_of_the_serpent,Fresh,96.0,146.0,Upright,84.0,8919.0,41,140,6,2016,2016,2,10
m/emelie,Fresh,88.0,34.0,Spilled,41.0,1590.0,9,30,4,2016,2016,3,11
m/emergo_2012,Rotten,17.0,6.0,Spilled,22.0,4182.0,1,1,5,2012,2016,6,11
m/emmanuels_gift,Fresh,82.0,22.0,Upright,85.0,1469.0,8,18,4,2005,2017,10,3
m/emperor_2012,Rotten,32.0,91.0,Spilled,46.0,7417.0,30,29,62,2013,2015,3,12
m/emperor_2020,Fresh,77.0,13.0,Upright,68.0,31.0,4,10,3,2020,2020,3,8
m/emperors_new_clothes,Fresh,73.0,85.0,Upright,63.0,903.0,29,62,23,2002,2012,11,4
m/empire_of_the_ants,Rotten,6.0,18.0,Spilled,25.0,2029.0,3,1,17,1977,2016,6,3
m/empire_of_the_sun,Fresh,75.0,56.0,Upright,90.0,60281.0,13,42,14,1987,2016,12,10
m/empire_records,Rotten,29.0,34.0,Upright,84.0,181596.0,9,10,24,1995,2015,10,7
m/empire_strikes_back,Fresh,94.0,103.0,Upright,97.0,1058000.0,29,97,6,1980,2015,6,4
m/employee_of_the_month,Rotten,20.0,92.0,Spilled,53.0,422040.0,30,18,74,2006,2015,10,12
m/empties,Fresh,100.0,5.0,Upright,82.0,2051.0,3,5,0,2007,2017,3,2
m/en_kongelig_affaere,Fresh,90.0,110.0,Upright,82.0,16962.0,35,99,11,2012,2017,11,3
m/enchanted_april,Fresh,84.0,32.0,Upright,83.0,7642.0,9,27,5,1992,2016,4,10
m/encino_man,Rotten,15.0,34.0,Spilled,56.0,124822.0,9,5,29,1992,2013,5,9
m/end_of_days,Rotten,11.0,102.0,Spilled,32.0,131201.0,26,11,91,1999,2016,11,5
m/end_of_poverty,Rotten,52.0,23.0,Upright,76.0,285.0,8,12,11,2008,2016,5,4
m/end_of_sentence,Fresh,92.0,53.0,Upright,94.0,136.0,7,49,4,2020,2020,5,5
m/end_of_the_spear,Rotten,41.0,54.0,Upright,82.0,14261.0,18,22,32,2006,2017,1,3
m/end_of_violence,Rotten,29.0,35.0,Spilled,44.0,2409.0,10,10,25,1997,2017,9,3
m/end_of_watch,Fresh,85.0,179.0,Upright,86.0,85487.0,51,152,27,2012,2015,9,12
m/enders-game,Fresh,62.0,223.0,Upright,65.0,118530.0,47,138,85,2013,2015,11,11
m/endings_beginnings,Rotten,44.0,70.0,Spilled,59.0,71.0,13,31,39,2020,2020,5,4
m/endless,Rotten,13.0,24.0,Spilled,11.0,9.0,5,3,21,2020,2020,8,8
m/endless_love_2014,Rotten,16.0,94.0,Spilled,58.0,25281.0,31,15,80,2014,2015,2,1
m/endless_summer,Fresh,100.0,22.0,Upright,91.0,5779.0,5,22,0,1966,2015,6,4
m/enduring_love,Rotten,59.0,99.0,Upright,60.0,8574.0,38,58,41,2004,2016,10,8
m/enemies_a_love_story,Fresh,85.0,13.0,Spilled,52.0,1287.0,1,11,2,1989,2019,1,5
m/enemies_closer,Fresh,79.0,14.0,Spilled,29.0,1401.0,7,11,3,2014,2016,1,8
m/enemy_2013,Fresh,70.0,118.0,Upright,63.0,26314.0,31,83,35,2014,2016,3,8
m/enemy_at_the_gates,Rotten,53.0,139.0,Upright,82.0,223744.0,34,74,65,2001,2013,3,8
m/enemy_below,Fresh,86.0,7.0,Upright,87.0,4624.0,0,6,1,1957,2015,12,11
m/enemy_mine,Fresh,63.0,24.0,Upright,68.0,21508.0,1,15,9,1985,2016,12,2
m/enemy_of_the_state,Fresh,72.0,86.0,Upright,78.0,373033.0,22,62,24,1998,2016,11,8
m/enemy_territory_2016,Rotten,31.0,13.0,Spilled,44.0,261.0,7,4,9,2016,2016,6,6
m/england_is_mine,Rotten,52.0,65.0,Spilled,37.0,471.0,15,34,31,2017,2017,8,9
m/english_patient,Fresh,85.0,88.0,Upright,83.0,81711.0,31,75,13,1996,2016,11,11
m/english_vinglish,Fresh,80.0,5.0,Upright,83.0,3147.0,4,4,1,2012,2016,10,11
m/englishman_who_went_up_a_hill_but_came_down_a_mountain,Rotten,58.0,24.0,Spilled,55.0,11978.0,7,14,10,1995,2016,5,10
m/enigma_of_kaspar_hauser,Fresh,95.0,21.0,Upright,90.0,6779.0,8,20,1,1974,2016,11,12
m/enough_said_2013,Fresh,95.0,190.0,Upright,75.0,43172.0,53,182,9,2013,2016,9,3
m/enron_the_smartest_guys_in_the_room,Fresh,97.0,119.0,Upright,87.0,32530.0,38,116,3,2005,2016,4,12
m/entanglement_2018,Fresh,64.0,36.0,Spilled,52.0,130.0,10,23,13,2018,2018,2,2
m/enter_the_dangerous_mind,Rotten,23.0,13.0,Spilled,29.0,174.0,4,3,10,2015,2016,2,8
m/enter_the_dragon,Fresh,94.0,53.0,Upright,92.0,105328.0,11,50,3,1973,2008,7,1
m/enter_the_void,Fresh,72.0,92.0,Upright,72.0,14391.0,26,66,26,2010,2016,9,9
m/enter_the_warriors_gate,Rotten,50.0,8.0,Spilled,43.0,228.0,1,4,4,2017,2017,5,5
m/entertaining_angels_the_dorothy_day_story,Rotten,50.0,6.0,Upright,69.0,490.0,1,3,3,1996,2016,9,6
m/entertainment,Fresh,83.0,53.0,Spilled,46.0,1848.0,19,44,10,2015,2017,11,3
m/entourage,Rotten,33.0,213.0,Spilled,57.0,30580.0,46,70,143,2015,2016,6,5
m/entrapment,Rotten,39.0,83.0,Spilled,50.0,204770.0,18,32,51,1999,2016,4,9
m/entre_les_bras,Fresh,67.0,27.0,Spilled,45.0,281.0,12,18,9,2012,2017,9,2
m/entropy,Rotten,40.0,5.0,Upright,75.0,886.0,0,2,3,1999,2019,4,1
m/epic_2013,Fresh,65.0,127.0,Upright,65.0,101958.0,30,82,45,2013,2015,5,11
m/epic_movie,Rotten,2.0,66.0,Spilled,29.0,560016.0,19,1,65,2007,2012,1,9
m/equal_means_equal_2016,Fresh,75.0,8.0,Upright,67.0,69.0,2,6,2,2016,2016,8,9
m/equalizer_2,Rotten,52.0,200.0,Upright,61.0,4882.0,39,103,97,2018,2018,7,11
m/equilibrium,Rotten,41.0,91.0,Upright,81.0,268171.0,25,37,54,2002,2016,12,4
m/equity,Fresh,82.0,99.0,Spilled,52.0,4804.0,26,81,18,2016,2016,7,12
m/eragon,Rotten,16.0,125.0,Spilled,47.0,519426.0,33,20,105,2006,2015,12,8
m/erased_2013,Rotten,28.0,46.0,Spilled,36.0,10813.0,19,13,33,2013,2016,5,11
m/eraserhead,Fresh,90.0,59.0,Upright,83.0,57526.0,13,54,6,1977,2016,1,8
m/erik_the_viking_1989,Rotten,47.0,17.0,Spilled,58.0,6678.0,6,8,9,1989,2017,9,1
m/erin_brockovich,Fresh,84.0,146.0,Upright,81.0,418647.0,38,123,23,2000,2014,3,2
m/ernest-scared-stupid,Rotten,17.0,6.0,Spilled,50.0,48908.0,0,1,5,1991,2016,10,8
m/ernest_goes_to_jail,Rotten,13.0,8.0,Spilled,48.0,42690.0,0,1,7,1990,2016,4,3
m/ernest_rides_again,Rotten,14.0,7.0,Spilled,43.0,1630.0,2,1,6,1993,2017,11,3
m/eros_2005,Rotten,34.0,68.0,Spilled,45.0,6066.0,26,23,45,2004,2009,12,1
m/errand_boy,Rotten,50.0,10.0,Upright,72.0,2258.0,1,5,5,1961,2017,11,1
m/errementari_the_blacksmith_and_the_devil,Fresh,78.0,9.0,Upright,71.0,219.0,1,7,2,2018,2018,10,10
m/errors_of_the_human_body,Fresh,75.0,12.0,Spilled,41.0,664.0,1,9,3,2013,2017,4,4
m/escanaba_in_da_moonlight,Rotten,50.0,6.0,Upright,79.0,4827.0,3,3,3,2000,2016,10,3
m/escape_from_alcatraz,Fresh,96.0,27.0,Upright,85.0,65373.0,5,26,1,1979,2013,6,8
m/escape_from_la,Rotten,53.0,51.0,Spilled,39.0,64379.0,15,27,24,1996,2013,8,8
m/escape_from_planet_earth_2013,Rotten,35.0,43.0,Spilled,54.0,35340.0,14,15,28,2013,2016,2,8
m/escape_from_pretoria,Fresh,71.0,42.0,Upright,74.0,203.0,7,30,12,2020,2020,3,3
m/escape_from_the_planet_of_the_apes,Fresh,77.0,30.0,Spilled,53.0,22571.0,7,23,7,1971,2015,5,11
m/escape_from_tomorrow_2013,Rotten,57.0,86.0,Spilled,25.0,6853.0,30,50,37,2013,2016,10,8
m/escape_plan,Rotten,50.0,111.0,Spilled,55.0,58742.0,28,56,55,2013,2015,10,11
m/escape_room_2019,Rotten,51.0,157.0,Spilled,51.0,2521.0,24,80,77,2019,2019,1,4
m/essex_boys,Rotten,17.0,6.0,Upright,62.0,4893.0,1,1,5,2000,2016,7,4
m/esteros_2016,Fresh,100.0,8.0,Upright,76.0,236.0,2,8,0,2016,2017,11,2
m/et_the_extraterrestrial,Fresh,98.0,130.0,Upright,72.0,32314349.0,37,128,2,1982,2015,6,7
m/eternal_sunshine_of_the_spotless_mind,Fresh,93.0,247.0,Upright,94.0,571599.0,52,229,18,2004,2014,3,2
m/ethan-mao,Rotten,36.0,11.0,Spilled,59.0,1070.0,7,4,7,2004,2019,11,6
m/ethan_frome,Rotten,55.0,11.0,Spilled,39.0,1445.0,3,6,5,1993,2015,3,11
m/etoiles_dancers_of_the_paris_opera_ballet,Fresh,62.0,13.0,Upright,79.0,52.0,6,8,5,2002,2016,1,9
m/etz_limon,Fresh,91.0,68.0,Upright,83.0,5094.0,26,62,6,2009,2017,4,4
m/eulogy,Rotten,34.0,35.0,Upright,71.0,8977.0,9,12,23,2004,2016,10,10
m/euphoria_2017,Rotten,19.0,26.0,Spilled,38.0,34.0,7,5,21,2019,2019,6,6
m/eureka_1984,Rotten,33.0,6.0,Spilled,50.0,1198.0,2,2,4,1984,2016,10,10
