rotten_tomatoes_link,movie_title,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year
m/age_of_consent,Age of Consent,Fresh,100.0,7.0,Spilled,52.0,472.0,3,7,0,1969,2010
m/age_of_innocence,The Age of Innocence,Fresh,84.0,56.0,Upright,75.0,23945.0,13,47,9,1993,2014
m/age_of_summer,Age of Summer,Rotten,50.0,6.0,Upright,68.0,90.0,1,3,3,2018,2018
m/age_of_the_dragons,Age of the Dragons,Rotten,9.0,11.0,Spilled,8.0,1403.0,3,1,10,2011,2016
m/agent_cody_banks,Agent Cody Banks,Rotten,38.0,104.0,Spilled,32.0,418349.0,26,40,64,2003,2016
m/agent_cody_banks_2_destination_london,Agent Cody Banks 2: Destination London,Rotten,14.0,95.0,Spilled,31.0,219736.0,27,13,82,2004,2016
m/agent_vinod_2012,Agent Vinod,Rotten,38.0,13.0,Spilled,25.0,3408.0,2,5,8,2012,2016
m/agnes_browne,Agnes Browne,Rotten,41.0,27.0,Upright,71.0,1268.0,7,11,16,1999,2017
m/agnes_of_god,Agnes of God,Rotten,43.0,30.0,Spilled,55.0,6789.0,11,13,17,1985,2012
m/agony_and_the_ecstasy,The Agony and the Ecstasy,Fresh,86.0,7.0,Upright,78.0,3562.0,0,6,1,1965,2015
m/agora,Agora,Rotten,53.0,92.0,Upright,65.0,21935.0,32,49,43,2010,2016
m/aguirre_the_wrath_of_god,"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)",Fresh,96.0,49.0,Upright,91.0,24331.0,10,47,2,1972,2017
m/ai_artificial_intelligence,A.I. Artificial Intelligence,Fresh,74.0,194.0,Upright,64.0,414033.0,46,143,51,2001,2016
m/aint_them_bodies_saints_2013,Ain't Them Bodies Saints,Fresh,77.0,132.0,Upright,61.0,12234.0,42,102,30,2013,2016
m/air-bud-golden-receiver,Air Bud 2 - Golden Receiver,Rotten,21.0,29.0,Spilled,38.0,85083.0,9,6,23,1998,2016
m/air_2015,Air,Rotten,17.0,12.0,Spilled,24.0,982.0,6,2,10,2015,2017
m/air_america,Air America,Rotten,13.0,15.0,Spilled,35.0,48353.0,2,2,13,1990,2016
m/air_bud,Air Bud,Rotten,45.0,22.0,Spilled,38.0,347282.0,4,10,12,1997,2015
m/air_force,Air Force,Fresh,80.0,10.0,Upright,70.0,391.0,2,8,2,1943,2008
m/air_force_one,Air Force One,Fresh,78.0,58.0,Upright,66.0,378888.0,19,45,13,1997,2017
m/air_strike_2018,Air Strike,Rotten,0.0,5.0,Spilled,12.0,196.0,1,0,5,2018,2018
m/airplane,Airplane!,Fresh,97.0,67.0,Upright,89.0,291938.0,12,65,2,1980,2014
m/airplane_2_the_sequel,Airplane 2 - The Sequel,Rotten,42.0,19.0,Spilled,50.0,73976.0,2,8,11,1982,2013
m/airport,Airport,Fresh,73.0,15.0,Spilled,53.0,11263.0,1,11,4,1970,2014
m/airport_1975,Airport 1975,Rotten,25.0,16.0,Spilled,37.0,9050.0,1,4,12,1974,2015
m/airport_77,Airport '77,Rotten,33.0,9.0,Spilled,33.0,8510.0,1,3,6,1977,2015
m/ajami,Ajami,Fresh,97.0,68.0,Upright,81.0,7063.0,27,66,2,2010,2016
m/aka_tommy_chong,a/k/a Tommy Chong,Fresh,74.0,23.0,Upright,80.0,1300.0,9,17,6,2006,2017
m/akeelah_and_the_bee,Akeelah and the Bee,Fresh,85.0,141.0,Upright,81.0,84703.0,35,120,21,2006,2016
m/akira,Akira,Fresh,90.0,49.0,Upright,90.0,148559.0,12,45,5,2020,2016
m/akmareul_boattda,I Saw the Devil,Fresh,81.0,85.0,Upright,87.0,18351.0,18,69,16,2011,2017
m/aladdin-and-the-king-of-thieves,Aladdin and the King of Thieves,Rotten,33.0,12.0,Spilled,50.0,125526.0,0,4,8,1995,2015
m/alamar,Alamar (To the Sea),Fresh,91.0,47.0,Upright,84.0,1079.0,14,43,4,2010,2017
m/alamo,The Alamo,Rotten,29.0,159.0,Spilled,45.0,19517.0,38,46,113,2004,2016
m/alan_partridge,Alan Partridge,Fresh,86.0,108.0,Upright,73.0,14483.0,34,93,15,2014,2016
m/albatross_2011,Albatross,Rotten,52.0,25.0,Spilled,39.0,1336.0,9,13,12,2012,2016
m/albert_nobbs,Albert Nobbs,Rotten,56.0,158.0,Spilled,47.0,9870.0,46,88,70,2012,2016
m/albino_alligator,Albino Alligator,Rotten,50.0,20.0,Spilled,42.0,5468.0,8,10,10,1996,2016
m/aleksandr-nevskiy-alexander-nevsky,Aleksandr Nevskiy (Alexander Nevsky),Fresh,95.0,20.0,Upright,84.0,4859.0,4,19,1,1938,2018
m/alex_and_emma,Alex & Emma,Rotten,11.0,140.0,Spilled,41.0,62748.0,39,15,125,2003,2011
m/alex_cross,Alex Cross,Rotten,11.0,126.0,Spilled,47.0,44656.0,35,14,112,2012,2015
m/alex_of_venice,Alex of Venice,Fresh,74.0,31.0,Spilled,43.0,1757.0,9,23,8,2015,2015
m/alex_rider_operation_stormbreaker,Alex Rider: Operation Stormbreaker,Rotten,35.0,69.0,Spilled,53.0,93955.0,26,24,45,2006,2016
m/alexander,Alexander,Rotten,16.0,205.0,Spilled,35.0,237756.0,45,33,172,2004,2014
m/alexander_and_the_terrible_horrible_no_good_very_bad_day,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Fresh,61.0,116.0,Spilled,58.0,37653.0,36,71,45,2014,2015
m/alexander_the_last,Alexander the Last,Fresh,67.0,12.0,Spilled,27.0,1169.0,3,8,4,2009,2017
m/alexanders_ragtime_band,Alexander's Ragtime Band,Fresh,80.0,5.0,Spilled,46.0,1421.0,1,4,1,1938,2017
m/alexandras-project,Alexandra's Project,Rotten,53.0,19.0,Spilled,55.0,4743.0,6,10,9,2003,2017
m/alfie,Alfie,Rotten,48.0,155.0,Spilled,51.0,85349.0,44,75,80,2004,2013
m/ali,Ali,Fresh,68.0,155.0,Upright,65.0,107283.0,37,105,50,2001,2012
m/ali-g-indahouse-the-movie,Ali G Indahouse,Rotten,53.0,17.0,Spilled,54.0,87934.0,2,9,8,2004,2014
m/alice_adams,Alice Adams,Fresh,94.0,17.0,Upright,71.0,2419.0,4,16,1,1935,2016
m/alice_in_wonderland_through_the_looking_glass,Alice Through the Looking Glass,Rotten,29.0,254.0,Spilled,48.0,37874.0,46,74,180,2016,2016
m/alice_neel,Alice Neel,Fresh,75.0,16.0,Upright,93.0,119.0,9,12,4,2007,2016
m/alice_sweet_alice,"Alice, Sweet Alice (Communion)",Fresh,83.0,12.0,Upright,61.0,7350.0,0,10,2,1976,2017
m/alien,Alien,Fresh,98.0,125.0,Upright,94.0,459868.0,29,122,3,1979,2015
m/alien-autopsy,Alien Autopsy,Fresh,75.0,8.0,Spilled,50.0,12806.0,0,6,2,2006,2008
m/alien3,Alien3,Rotten,43.0,56.0,Spilled,47.0,339069.0,10,24,32,1992,2015
m/alien_abduction_2014,Alien Abduction,Rotten,28.0,18.0,Spilled,22.0,961.0,6,5,13,2014,2016
m/alien_covenant,Alien: Covenant,Fresh,65.0,402.0,Spilled,55.0,63986.0,58,263,139,2017,2017
m/alien_nation,Alien Nation,Rotten,53.0,30.0,Spilled,44.0,15907.0,2,16,14,1988,2015
m/alien_outpost,Alien Outpost,Rotten,20.0,15.0,Spilled,32.0,617.0,5,3,12,2015,2017
m/alien_resurrection,Alien Resurrection,Rotten,54.0,81.0,Spilled,39.0,263396.0,19,44,37,1997,2015
m/alien_trespass,Alien Trespass,Rotten,36.0,67.0,Spilled,31.0,11945.0,22,24,43,2009,2019
m/alien_vs_predator,AVP - Alien Vs. Predator,Rotten,21.0,149.0,Spilled,39.0,430651.0,29,31,118,2004,2015
m/aliens_in_the_attic,Aliens in the Attic,Rotten,33.0,75.0,Spilled,43.0,461094.0,21,25,50,2009,2015
m/alila,Alila,Rotten,41.0,17.0,Spilled,44.0,737.0,6,7,10,2004,2017
m/alita_battle_angel,Alita: Battle Angel,Fresh,61.0,324.0,Upright,92.0,33791.0,42,198,126,2019,2019
m/alive_inside,Alive Inside,Fresh,75.0,44.0,Upright,91.0,994.0,18,33,11,2014,2016
m/aliyah_2013,Aliyah,Fresh,83.0,6.0,Spilled,54.0,169.0,5,5,1,2013,2017
m/all-in-the-poker-movie,All In: The Poker Movie,Rotten,45.0,11.0,Spilled,41.0,869.0,7,5,6,2012,2016
m/all_about_lily_chou_chou,All About Lily Chou-Chou,Fresh,69.0,39.0,Upright,89.0,7986.0,14,27,12,2002,2019
m/all_about_my_mother,All About My Mother (Todo sobre mi madre),Fresh,98.0,90.0,Upright,93.0,52217.0,24,88,2,1999,2014
m/all_about_steve,All About Steve,Rotten,6.0,140.0,Spilled,30.0,465593.0,43,9,131,2009,2015
m/all_about_the_benjamins,All About the Benjamins,Rotten,30.0,76.0,Upright,77.0,34504.0,23,23,53,2002,2011
m/all_cheerleaders_die,All Cheerleaders Die,Rotten,49.0,41.0,Spilled,34.0,4113.0,12,20,21,2014,2016
m/all_dogs_go_to_heaven,All Dogs Go To Heaven,Rotten,44.0,18.0,Upright,63.0,404400.0,6,8,10,1989,2017
m/all_dogs_go_to_heaven_2,All Dogs Go To Heaven 2,Rotten,20.0,5.0,Spilled,38.0,137358.0,1,1,4,1996,2016
m/all_eyez_on_me_2017,All Eyez on Me,Rotten,18.0,91.0,Spilled,53.0,13926.0,22,16,75,2017,2017
m/all_fall_down,All Fall Down,Rotten,40.0,5.0,Spilled,50.0,208.0,0,2,3,1962,2016
m/all_good_things,All Good Things,Rotten,35.0,98.0,Spilled,37.0,39182.0,30,34,64,2010,2016
m/all_i_see_is_you,All I See Is You,Rotten,29.0,56.0,Spilled,31.0,1545.0,19,16,40,2017,2018
m/all_i_wanna_do,Strike!,Fresh,67.0,12.0,Upright,73.0,9355.0,3,8,4,1998,2016
m/all_i_want,All I Want (Try Seventeen),Rotten,0.0,7.0,Spilled,36.0,7543.0,0,0,7,2002,2012
m/all_i_wish,All I Wish (A Little Something for Your Birthday),Rotten,18.0,22.0,Spilled,45.0,82.0,6,4,18,2018,2018
m/all_is_bright_2013,All Is Bright,Rotten,49.0,41.0,Spilled,22.0,751.0,14,20,21,2013,2015
m/all_is_lost_2013,All Is Lost,Fresh,94.0,236.0,Upright,63.0,40617.0,56,222,14,2013,2015
m/all_is_true,All Is True,Fresh,72.0,138.0,Upright,67.0,276.0,31,99,39,2019,2019
m/all_mistakes_buried,All Mistakes Buried,Fresh,67.0,9.0,Upright,63.0,109.0,5,6,3,2016,2016
m/all_nighter_2017,All Nighter,Rotten,14.0,14.0,Spilled,35.0,394.0,2,2,12,2017,2017
m/all_over_the_guy,All Over the Guy,Rotten,43.0,47.0,Upright,67.0,4952.0,17,20,27,2001,2016
m/all_relative_2014,All Relative,Rotten,10.0,10.0,Upright,90.0,866.0,6,1,9,2014,2015
m/all_roads_lead_home,All Roads Lead Home,Rotten,14.0,7.0,Spilled,54.0,472.0,2,1,6,2008,2017
m/all_saints,All Saints,Fresh,95.0,19.0,Upright,72.0,3010.0,5,18,1,2017,2017
m/all_square,All Square,Fresh,91.0,11.0,Upright,79.0,234.0,4,10,1,2018,2018
m/all_summers_end,All Summers End,Rotten,20.0,5.0,Spilled,41.0,97.0,2,1,4,2018,2018
m/all_that_heaven_allows,All That Heaven Allows,Fresh,90.0,30.0,Upright,81.0,5314.0,4,27,3,1955,2017
m/all_the_devils_men,All the Devil's Men,Rotten,23.0,13.0,Spilled,19.0,71.0,2,3,10,2018,2018
m/all_the_kings_men,All The King's Men,Rotten,11.0,157.0,Spilled,40.0,92026.0,50,18,139,2006,2012
m/all_the_little_animals,All the Little Animals,Fresh,65.0,23.0,Upright,77.0,3495.0,8,15,8,1999,2016
m/all_the_money_in_the_world_2017,All the Money in the World,Fresh,79.0,252.0,Upright,65.0,6594.0,49,200,52,2017,2018
m/all_the_presidents_men,All the President's Men,Fresh,94.0,63.0,Upright,92.0,50300.0,9,59,4,1976,2014
m/all_the_pretty_horses,All the Pretty Horses,Rotten,32.0,100.0,Spilled,42.0,11934.0,33,32,68,2000,2014
m/all_the_queens_men,All the Queen's Men,Rotten,7.0,29.0,Spilled,51.0,3738.0,12,2,27,2001,2003
m/all_the_real_girls,All the Real Girls,Fresh,71.0,115.0,Upright,77.0,9116.0,31,82,33,2003,2014
m/all_the_right_moves,All the Right Moves,Fresh,61.0,23.0,Spilled,39.0,12481.0,5,14,9,1983,2016
m/all_these_small_moments,All These Small Moments,Fresh,82.0,17.0,Upright,64.0,58.0,4,14,3,2019,2019
m/all_this_and_heaven_too,"All This, and Heaven Too",Fresh,83.0,6.0,Upright,85.0,1048.0,3,5,1,1940,2017
m/all_through_the_night,All Through the Night,Fresh,100.0,10.0,Upright,70.0,591.0,4,10,0,1941,2016
m/all_we_had,All We Had,Rotten,40.0,25.0,Spilled,47.0,229.0,10,10,15,2016,2017
m/allan_quatermain_and_the_lost_city_of_gold,Allan Quatermain and the Lost City of Gold,Rotten,40.0,5.0,Spilled,20.0,8750.0,0,2,3,1986,2017
m/alle_anderen,Alle Anderen (Everyone Else),Fresh,88.0,41.0,Upright,62.0,735.0,15,36,5,2010,2016
m/allied,Allied,Fresh,60.0,253.0,Upright,63.0,25271.0,52,153,100,2016,2017
m/alls_faire_in_love,All's Faire in Love,Rotten,7.0,15.0,Spilled,42.0,671.0,7,1,14,2011,2017
m/allure_2018,Allure,Rotten,47.0,30.0,Spilled,43.0,58.0,8,14,16,2018,2018
m/almayers_folly_2012,Almayer's Folly,Fresh,86.0,14.0,Spilled,43.0,227.0,4,12,2,2012,2016
m/almost_christmas_2016,Almost Christmas,Rotten,49.0,69.0,Upright,64.0,7744.0,25,34,35,2016,2017
m/almost_famous,Almost Famous,Fresh,89.0,169.0,Upright,92.0,325052.0,36,150,19,2000,2013
m/almost_friends,Almost Friends,Rotten,29.0,7.0,Spilled,47.0,148.0,1,2,5,2017,2017
m/almost_heroes,Almost Heroes,Rotten,8.0,40.0,Upright,64.0,37463.0,13,3,37,1998,2008
m/almost_human_2012,Almost Human,Rotten,45.0,22.0,Spilled,22.0,615.0,4,10,12,2014,2017
m/aloft,Aloft,Rotten,17.0,65.0,Spilled,25.0,1506.0,21,11,54,2015,2016
m/aloha_2015,Aloha,Rotten,20.0,165.0,Spilled,28.0,29722.0,44,33,132,2015,2016
m/alone_2020_2,Alone,Fresh,94.0,49.0,Spilled,57.0,234.0,6,46,3,2020,2020
m/alone_in_berlin,Alone in Berlin,Rotten,57.0,54.0,Spilled,50.0,557.0,20,31,23,2017,2017
m/alone_in_the_dark,Alone in the Dark,Rotten,1.0,123.0,Spilled,11.0,57789.0,28,1,122,2005,2016
m/alone_with_her,Alone with Her,Fresh,69.0,29.0,Spilled,46.0,109066.0,12,20,9,2007,2016
m/along_came_a_spider,Along Came a Spider,Rotten,32.0,126.0,Spilled,53.0,174204.0,31,40,86,2001,2013
m/along_came_polly,Along Came Polly,Rotten,27.0,162.0,Spilled,47.0,463391.0,39,43,119,2004,2015
m/along_came_the_devil,Along Came the Devil,Rotten,38.0,8.0,Spilled,41.0,73.0,2,3,5,2018,2018
m/alpha_2018,Alpha,Fresh,80.0,132.0,Upright,70.0,3932.0,25,106,26,2018,2018
m/alpha_and_omega,Alpha and Omega,Rotten,18.0,57.0,Spilled,41.0,38313.0,20,10,47,2010,2015
m/alpha_dog,Alpha Dog,Rotten,54.0,144.0,Upright,67.0,422575.0,46,78,66,2007,2015
m/alphabet_killer,The Alphabet Killer,Rotten,13.0,8.0,Spilled,23.0,7542.0,3,1,7,2008,2016
m/alphaville,Alphaville,Fresh,91.0,46.0,Upright,81.0,13128.0,12,42,4,1965,2016
m/alright_now,Alright Now,Fresh,67.0,6.0,Spilled,33.0,36.0,2,4,2,2018,2018
m/altered_minds_2015,Altered Minds (The Red Robin),Rotten,50.0,8.0,Spilled,56.0,152.0,4,4,4,2015,2016
m/altered_states,Altered States,Fresh,84.0,45.0,Upright,71.0,19444.0,6,38,7,1980,2008
m/alvin_and_the_chipmunks_chipwrecked_2011,Alvin and the Chipmunks: Chipwrecked,Rotten,12.0,82.0,Spilled,51.0,66653.0,25,10,72,2011,2015
m/alvin_and_the_chipmunks_the_road_chip,Alvin and the Chipmunks: The Road Chip,Rotten,15.0,67.0,Spilled,51.0,36804.0,20,10,57,2015,2016
m/always,Always,Fresh,67.0,24.0,Upright,60.0,22762.0,3,16,8,1989,2015
m/always_be_my_maybe_2019,Always Be My Maybe,Fresh,89.0,94.0,Upright,80.0,1908.0,17,84,10,2019,2019
m/always_shine,Always Shine,Fresh,92.0,49.0,Spilled,52.0,680.0,11,45,4,2016,2017
m/always_woodstock,Always Woodstock,Rotten,7.0,14.0,Spilled,12.0,102.0,6,1,13,2014,2017
m/amadeus,Amadeus,Fresh,93.0,99.0,Upright,95.0,180143.0,26,92,7,1984,2016
m/amal,Amal,Fresh,100.0,7.0,Upright,90.0,637.0,3,7,0,2008,2016
m/amanda_and_jack_go_glamping,Amanda and Jack Go Glamping,Rotten,40.0,5.0,Upright,73.0,114.0,3,2,3,2017,2017
m/amarcord,Amarcord,Fresh,87.0,46.0,Upright,90.0,18188.0,13,40,6,1974,2016
m/amateur_2018,Amateur,Fresh,60.0,5.0,Upright,67.0,115.0,0,3,2,2018,2018
m/amateur_night_2016,Amateur Night,Rotten,0.0,6.0,Spilled,26.0,371.0,2,0,6,2016,2016
m/amazing_panda_adventure,The Amazing Panda Adventure,Rotten,20.0,10.0,Spilled,41.0,8903.0,3,2,8,1995,2008
m/amazing_transparent_man,The Amazing Transparent Man,Rotten,40.0,5.0,Spilled,16.0,178.0,0,2,3,1960,2016
m/amelia_2009,Amelia,Rotten,20.0,165.0,Spilled,31.0,99349.0,48,33,132,2009,2015
m/amelie,Amélie,Fresh,89.0,184.0,Upright,95.0,469061.0,46,163,21,2001,2016
m/amen,Amen,Fresh,67.0,49.0,Upright,82.0,5123.0,17,33,16,2003,2016
m/amer,Amer,Fresh,79.0,29.0,Spilled,54.0,1080.0,9,23,6,2010,2019
m/america_america,America America,Fresh,67.0,9.0,Upright,85.0,976.0,2,6,3,1963,2016
m/america_imagine_the_world_without_her_2014,America: Imagine the World Without Her,Rotten,8.0,24.0,Upright,84.0,11815.0,10,2,22,2014,2016
m/america_the_beautiful_2008,America the Beautiful,Fresh,72.0,32.0,Upright,66.0,782.0,14,23,9,2008,2015
m/american-pastime,American Pastime,Rotten,33.0,9.0,Upright,68.0,1567.0,1,3,6,2007,2016
m/american-pie-5-the-naked-mile,American Pie 5: The Naked Mile,Rotten,0.0,5.0,Upright,61.0,213883.0,0,0,5,2006,2012
m/american-the-bill-hicks-story,American: The Bill Hicks Story,Fresh,83.0,60.0,Upright,85.0,4709.0,15,50,10,2011,2017
m/american_animal_2011,American Animal,Rotten,59.0,17.0,Spilled,53.0,249.0,9,10,7,2012,2017
m/american_animals,American Animals,Fresh,88.0,212.0,Upright,81.0,2848.0,40,186,26,2018,2018
m/american_assassin_2017,American Assassin,Rotten,34.0,175.0,Upright,60.0,18483.0,31,60,115,2017,2017
m/american_astronaut,The American Astronaut,Fresh,63.0,32.0,Upright,89.0,3932.0,9,20,12,2001,2016
m/american_beauty,American Beauty,Fresh,87.0,190.0,Upright,93.0,660578.0,48,165,25,1999,2013
m/american_buffalo,American Buffalo,Fresh,74.0,27.0,Spilled,46.0,2558.0,7,20,7,1996,2017
m/american_crime,An American Crime,Rotten,38.0,13.0,Upright,74.0,11487.0,4,5,8,2007,2017
m/american_dreamer_2019,American Dreamer,Rotten,53.0,15.0,Upright,77.0,77.0,4,8,7,2019,2019
m/american_dreamz,American Dreamz,Rotten,38.0,183.0,Spilled,31.0,96086.0,49,70,113,2006,2015
m/american_dresser,American Dresser,Rotten,0.0,7.0,Upright,65.0,27.0,2,0,7,2018,2018
m/american_fable,American Fable,Fresh,75.0,16.0,Spilled,40.0,538.0,7,12,4,2017,2017
m/american_folk,American Folk,Fresh,77.0,22.0,Upright,64.0,193.0,6,17,5,2018,2018
m/american_friend,Der Amerikanische Freund (The American Friend),Fresh,91.0,23.0,Upright,80.0,4795.0,5,21,2,1977,2016
m/american_gangster,American Gangster,Fresh,80.0,215.0,Upright,87.0,963162.0,57,173,42,2007,2015
m/american_gigolo,American Gigolo,Fresh,68.0,25.0,Spilled,51.0,9381.0,5,17,8,1980,2013
m/american_graffiti,American Graffiti,Fresh,96.0,52.0,Upright,84.0,64618.0,7,50,2,1973,2015
m/american_grindhouse,American Grindhouse,Fresh,86.0,7.0,Upright,71.0,707.0,2,6,1,2010,2016
m/american_gun,American Gun,Rotten,39.0,31.0,Spilled,43.0,3607.0,12,12,19,2006,2016
m/american_hangman,American Hangman,Rotten,44.0,9.0,Upright,60.0,132.0,3,4,5,2019,2019
m/american_hardcore,American Hardcore,Fresh,72.0,61.0,Upright,78.0,34888.0,23,44,17,2006,2012
m/american_haunting,An American Haunting,Rotten,14.0,71.0,Spilled,36.0,89114.0,19,10,61,2006,2016
m/american_heart,American Heart,Fresh,80.0,15.0,Upright,68.0,1560.0,6,12,3,1992,2016
m/american_heist,American Heist,Rotten,13.0,16.0,Spilled,18.0,1993.0,6,2,14,2015,2016
m/american_history_x,American History X,Fresh,83.0,86.0,Upright,96.0,479824.0,23,71,15,1998,2008
m/american_honey,American Honey,Fresh,79.0,211.0,Upright,63.0,8500.0,44,167,44,2016,2016
m/american_hustle,American Hustle,Fresh,92.0,289.0,Upright,74.0,175937.0,55,267,22,2013,2014
m/american_in_paris,An American in Paris,Fresh,96.0,68.0,Upright,79.0,26460.0,14,65,3,1951,2008
m/american_jesus,American Jesus,Fresh,63.0,8.0,Spilled,33.0,67.0,4,5,3,2014,2016
m/american_made_2017,American Made,Fresh,86.0,267.0,Upright,78.0,26285.0,51,229,38,2017,2017
m/american_mary_2012,American Mary,Fresh,60.0,50.0,Spilled,52.0,4974.0,15,30,20,2013,2016
m/american_me,American Me,Fresh,78.0,9.0,Upright,90.0,10340.0,2,7,2,1992,2014
m/american_meat,American Meat,Fresh,60.0,10.0,Upright,80.0,103.0,5,6,4,2013,2016
m/american_outlaws,American Outlaws,Rotten,14.0,103.0,Upright,68.0,44263.0,32,14,89,2001,2017
m/american_pastoral,American Pastoral,Rotten,23.0,119.0,Spilled,30.0,2597.0,38,27,92,2016,2017
m/american_pie,American Pie,Fresh,61.0,129.0,Upright,61.0,33781574.0,29,79,50,1999,2015
m/american_pie_2,American Pie 2,Rotten,52.0,127.0,Upright,68.0,954966.0,34,66,61,2001,2015
m/american_pie_presents_band_camp,American Pie Presents: Band Camp,Rotten,17.0,6.0,Spilled,50.0,477294.0,0,1,5,2005,2015
m/american_pop,American Pop,Fresh,61.0,18.0,Upright,80.0,7131.0,0,11,7,1981,2012
m/american_president,The American President,Fresh,91.0,56.0,Upright,77.0,55066.0,19,51,5,1995,2008
m/american_psycho,American Psycho,Fresh,69.0,150.0,Upright,85.0,304536.0,37,104,46,2000,2015
m/american_renegades,American Renegades,Rotten,11.0,18.0,Spilled,41.0,5847.0,6,2,16,2018,2018
m/american_reunion_2012,American Reunion,Rotten,45.0,184.0,Upright,63.0,339040.0,40,83,101,2012,2015
m/american_rhapsody,An American Rhapsody,Rotten,56.0,61.0,Upright,66.0,3284.0,24,34,27,2001,2016
m/american_satan,American Satan,Fresh,75.0,8.0,Upright,79.0,949.0,0,6,2,2017,2018
m/american_sniper,American Sniper,Fresh,72.0,294.0,Upright,84.0,153418.0,55,212,82,2015,2016
m/american_splendor,American Splendor,Fresh,94.0,186.0,Upright,86.0,44565.0,47,174,12,2003,2016
m/american_tail,An American Tail,Fresh,71.0,28.0,Upright,71.0,257273.0,7,20,8,1986,2016
m/american_tail_fievel_goes_west,An American Tail - Fievel Goes West,Rotten,54.0,13.0,Upright,62.0,338615.0,2,7,6,1991,2014
m/american_teen,American Teen,Fresh,70.0,153.0,Spilled,59.0,102242.0,48,107,46,2008,2016
m/american_ultra,American Ultra,Rotten,43.0,175.0,Spilled,45.0,19997.0,43,76,100,2015,2016
m/american_violet,American Violet,Fresh,75.0,59.0,Upright,79.0,16361.0,22,44,15,2009,2016
m/american_wedding,American Wedding,Rotten,54.0,155.0,Upright,63.0,494875.0,35,83,72,2003,2015
m/american_werewolf_in_london,An American Werewolf in London,Fresh,87.0,54.0,Upright,85.0,115547.0,11,47,7,1981,2015
m/american_zombie,American Zombie,Fresh,72.0,18.0,Spilled,40.0,1382.0,4,13,5,2007,2017
m/americanization_of_emily,The Americanization of Emily,Fresh,93.0,14.0,Upright,82.0,2533.0,0,13,1,1964,2008
m/americano_2011,Americano,Rotten,53.0,15.0,Spilled,27.0,1500.0,9,8,7,2012,2016
m/americas_sweethearts,America's Sweethearts,Rotten,32.0,146.0,Spilled,40.0,132406.0,41,47,99,2001,2016
m/amira_and_sam,Amira & Sam,Fresh,77.0,30.0,Upright,69.0,563.0,10,23,7,2015,2016
m/amistad,Amistad,Fresh,77.0,65.0,Upright,79.0,51159.0,14,50,15,1997,2013
m/amityville-its-about-time,Amityville 1992: It's About Time,Rotten,13.0,8.0,Spilled,22.0,11570.0,0,1,7,1992,2018
m/amityville_2_the_possession,Amityville II: The Possession,Rotten,11.0,19.0,Spilled,35.0,16786.0,2,2,17,1982,2017
m/amityville_the_awakening,Amityville: The Awakening,Rotten,30.0,20.0,Spilled,32.0,23712.0,1,6,14,2017,2018
m/amnesiac_2015,Amnesiac,Rotten,27.0,15.0,Spilled,14.0,319.0,3,4,11,2015,2016
m/among_giants,Among Giants,Fresh,60.0,20.0,Spilled,38.0,280.0,5,12,8,1999,2015
m/amores_perros,Amores Perros,Fresh,92.0,118.0,Upright,94.0,104287.0,35,109,9,2001,2016
m/amos_and_andrew,Amos & Andrew,Rotten,17.0,24.0,Spilled,31.0,7670.0,9,4,20,1993,2016
m/amour_2013,Amour,Fresh,93.0,223.0,Upright,82.0,20897.0,59,207,16,2012,2016
m/amour_fou,Amour Fou,Fresh,88.0,51.0,Spilled,49.0,501.0,16,45,6,2015,2016
m/amulet,Amulet,Fresh,69.0,72.0,Spilled,41.0,70.0,10,50,22,2020,2020
m/amy_2015,Amy,Fresh,95.0,219.0,Upright,87.0,22270.0,48,208,11,2015,2016
m/an_acceptable_loss,An Acceptable Loss,Rotten,12.0,33.0,Upright,71.0,104.0,11,4,29,2019,2019
m/an_actor_prepares,An Actor Prepares,Rotten,33.0,9.0,Upright,78.0,51.0,3,3,6,2018,2018
m/an_alan_smithee_film_burn_hollywood_burn,"An Alan Smithee Film: Burn, Hollywood, Burn",Rotten,8.0,40.0,Spilled,14.0,1830.0,10,3,37,1998,2016
m/an_american_carol,An American Carol,Rotten,12.0,49.0,Spilled,47.0,15769.0,15,6,43,2008,2016
m/an_autumn_afternoon_1964,An Autumn Afternoon,Fresh,95.0,22.0,Upright,91.0,1222.0,9,21,1,1964,2017
m/an_education,An Education,Fresh,94.0,195.0,Upright,80.0,54962.0,46,183,12,2009,2012
m/an_evening_with_beverly_luff_linn_2018,An Evening with Beverly Luff Linn,Rotten,52.0,50.0,Spilled,48.0,224.0,12,26,24,2018,2018
m/an_invisible_sign,An Invisible Sign,Rotten,0.0,15.0,Spilled,33.0,1960.0,7,0,15,2011,2017
m/an_ordinary_man,An Ordinary Man,Rotten,41.0,22.0,Spilled,35.0,64.0,6,9,13,2018,2018
m/an_oversimplification_of_her_beauty_2012,An Oversimplification Of Her Beauty,Fresh,82.0,38.0,Spilled,59.0,690.0,16,31,7,2013,2016
m/anaconda,Anaconda,Rotten,38.0,52.0,Spilled,24.0,422530.0,12,20,32,1997,2012
