rotten_tomatoes_link,movie_title,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year
m/sword_of_trust,Sword of Trust,Fresh,93.0,90.0,Upright,62.0,182.0,21,84,6,2019,2019
m/sword_of_vengeance,Sword Of Vengeance,Rotten,13.0,8.0,Spilled,19.0,200.0,4,1,7,2015,2019
m/swordfish,Swordfish,Rotten,25.0,138.0,Spilled,59.0,244611.0,37,35,103,2001,2010
m/sx_tape_2014,SX_Tape,Rotten,33.0,9.0,Spilled,8.0,302.0,1,3,6,2014,2017
m/sydney_white,Sydney White,Rotten,35.0,85.0,Upright,70.0,789554.0,25,30,55,2007,2014
m/sylvia_scarlett,Sylvia Scarlett,Fresh,79.0,14.0,Spilled,47.0,933.0,1,11,3,1935,2014
m/sympathy_for_delicious,Sympathy for Delicious,Rotten,33.0,27.0,Spilled,40.0,1824.0,13,9,18,2011,2011
m/sympathy_for_lady_vengeance,Sympathy for Lady Vengeance,Fresh,76.0,86.0,Upright,87.0,61049.0,26,65,21,2005,2020
m/sympathy_for_mr_vengeance_2002,Sympathy for Mr. Vengeance,Rotten,54.0,57.0,Upright,85.0,39091.0,14,31,26,2002,2017
m/synecdoche_new_york,"Synecdoche, New York",Fresh,69.0,191.0,Upright,71.0,57214.0,51,131,60,2008,2014
m/syriana,Syriana,Fresh,73.0,198.0,Upright,67.0,226878.0,50,144,54,2005,2009
m/syrup_2013,Syrup,Rotten,25.0,8.0,Spilled,36.0,2198.0,4,2,6,2013,2016
m/t2_trainspotting,T2 Trainspotting,Fresh,81.0,249.0,Upright,78.0,16203.0,48,202,47,2017,2017
m/ta_ra_rum_pum,Ta Ra Rum Pum,Rotten,50.0,8.0,Upright,72.0,7118.0,3,4,4,2007,2017
m/table_19,Table 19,Rotten,26.0,117.0,Spilled,40.0,7621.0,30,30,87,2017,2017
m/tadpole,Tadpole,Fresh,78.0,107.0,Spilled,57.0,5150.0,32,83,24,2002,2018
m/tae_guk_gi_the_brotherhood_of_war,Tae Guk Gi: The Brotherhood of War,Fresh,80.0,44.0,Upright,93.0,22090.0,18,35,9,2004,2015
m/tag_2018,Tag,Rotten,56.0,200.0,Spilled,56.0,4070.0,40,112,88,2018,2018
m/tai_chi_hero_2012,Tai Chi Hero,Rotten,45.0,11.0,Spilled,48.0,759.0,5,5,6,2013,2016
m/tai_chi_zero,Tai Chi Zero,Fresh,60.0,30.0,Spilled,52.0,2901.0,14,18,12,2012,2016
m/tail_lights_fade,Tail Lights Fade,Rotten,0.0,6.0,Spilled,27.0,810.0,1,0,6,1999,2015
m/tailor_of_panama,The Tailor of Panama,Fresh,77.0,116.0,Spilled,46.0,12532.0,36,89,27,2001,2012
m/take_every_wave_the_life_of_laird_hamilton,Take Every Wave: The Life of Laird Hamilton,Fresh,77.0,22.0,Upright,78.0,413.0,10,17,5,2017,2018
m/take_me_home_tonight,Take Me Home Tonight,Rotten,28.0,114.0,Spilled,42.0,37016.0,35,32,82,2011,2011
m/take_me_out_to_the_ballgame,Take Me Out to the Ball Game,Fresh,93.0,15.0,Upright,70.0,4442.0,6,14,1,1949,2014
m/take_me_to_the_river_2014,Take Me to the River,Fresh,74.0,27.0,Upright,60.0,307.0,11,20,7,2014,2016
m/take_shelter,Take Shelter,Fresh,92.0,165.0,Upright,81.0,25728.0,45,152,13,2011,2014
m/take_the_lead,Take the Lead,Rotten,44.0,122.0,Upright,77.0,369467.0,36,54,68,2006,2016
m/take_this_waltz,Take This Waltz,Fresh,79.0,141.0,Spilled,58.0,16623.0,41,111,30,2012,2017
m/taken,Taken,Rotten,58.0,175.0,Upright,85.0,738934.0,46,102,73,2009,2015
m/taken_2_2012,Taken 2,Rotten,22.0,171.0,Spilled,52.0,212392.0,41,38,133,2012,2015
m/taken_3,Taken 3,Rotten,13.0,120.0,Spilled,44.0,68074.0,31,15,105,2015,2016
m/takers,Takers,Rotten,28.0,114.0,Upright,62.0,125511.0,27,32,82,2010,2012
m/taking_care_of_business,Taking Care of Business,Rotten,29.0,14.0,Spilled,52.0,6301.0,7,4,10,1990,2015
m/taking_chance,Taking Chance,Rotten,57.0,7.0,Upright,83.0,4282.0,1,4,3,2009,2015
m/taking_lives,Taking Lives,Rotten,22.0,159.0,Spilled,55.0,69487.0,39,35,124,2004,2016
m/taking_woodstock,Taking Woodstock,Rotten,48.0,184.0,Spilled,47.0,252409.0,61,89,95,2009,2014
m/talaash,Talaash,Fresh,81.0,21.0,Upright,64.0,1848.0,6,17,4,2012,2018
m/tale_of_tales,Tale of Tales (Il racconto dei racconti),Fresh,83.0,105.0,Spilled,57.0,6188.0,27,87,18,2016,2016
m/talented_mr_ripley,The Talented Mr. Ripley,Fresh,83.0,133.0,Upright,80.0,131708.0,34,111,22,1999,2013
m/tales_from_the_crypt_presents_bordello_of_blood,Tales from the Crypt Presents Bordello of Blood,Rotten,15.0,34.0,Spilled,31.0,33972.0,7,5,29,1996,2016
m/tales_from_the_crypt_presents_demon_knight,Tales from the Crypt Presents: Demon Knight,Rotten,36.0,33.0,Upright,64.0,23234.0,10,12,21,1995,2016
m/tales_from_the_darkside_the_movie,Tales from the Darkside: The Movie,Rotten,43.0,21.0,Spilled,44.0,9312.0,5,9,12,1990,2016
m/tales_from_the_golden_age,Tales from the Golden Age,Fresh,91.0,34.0,Upright,78.0,1466.0,12,31,3,2011,2016
m/tales_from_the_hood,Tales From the Hood,Rotten,47.0,19.0,Upright,68.0,10609.0,3,9,10,1995,2016
m/tales_from_the_script,Tales From the Script,Fresh,75.0,20.0,Upright,71.0,663.0,7,15,5,2010,2016
m/tales_of_the_night,Tales of the Night,Fresh,80.0,25.0,Upright,62.0,2676.0,13,20,5,2012,2014
m/talk_of_the_town,The Talk of the Town,Fresh,94.0,17.0,Upright,84.0,3083.0,3,16,1,1942,2012
m/talk_radio,Talk Radio,Fresh,82.0,49.0,Upright,81.0,6763.0,13,40,9,1988,2015
m/talk_to_her,Talk to Her,Fresh,92.0,134.0,Upright,93.0,53020.0,37,123,11,2002,2013
m/talk_to_me,Talk to Me,Fresh,82.0,131.0,Upright,77.0,41550.0,43,108,23,2007,2014
m/tall_blond_man_with_one_black_shoe,Le Grand Blond avec Une Chaussure Noire (The Tall Blond Man with One Black Shoe),Fresh,67.0,6.0,Upright,80.0,674.0,3,4,2,1973,2016
m/tall_t,The Tall T,Fresh,100.0,5.0,Upright,83.0,602.0,1,5,0,1957,2014
m/tall_tale,Tall Tale,Rotten,50.0,20.0,Spilled,52.0,5118.0,7,10,10,1995,2016
m/talladega_nights_the_ballad_of_ricky_bobby,Talladega Nights: The Ballad of Ricky Bobby,Fresh,71.0,188.0,Upright,73.0,554476.0,47,134,54,2006,2012
m/tallulah,Tallulah,Fresh,85.0,54.0,Upright,69.0,3370.0,19,46,8,2016,2017
m/tamara,Tamara,Rotten,32.0,28.0,Spilled,38.0,92219.0,8,9,19,2006,2016
m/tamara_drewe_2010,Tamara Drewe,Fresh,65.0,127.0,Spilled,42.0,9394.0,38,82,45,2010,2014
m/tammy_2014,Tammy,Rotten,24.0,182.0,Spilled,36.0,57588.0,49,44,138,2014,2016
m/tampopo,Tampopo,Fresh,100.0,55.0,Upright,93.0,9194.0,15,55,0,1985,2017
m/tangerine_2015,Tangerine,Fresh,96.0,156.0,Upright,76.0,11353.0,37,150,6,2015,2017
m/tangled,Tangled,Fresh,89.0,226.0,Upright,87.0,150600.0,50,202,24,2010,2015
m/tango_and_cash,Tango & Cash,Rotten,30.0,47.0,Spilled,52.0,60086.0,9,14,33,1989,2008
m/tango_lesson,The Tango Lesson,Rotten,53.0,19.0,Upright,78.0,4272.0,5,10,9,1997,2017
m/tank_girl,Tank Girl,Rotten,40.0,43.0,Upright,63.0,49652.0,12,17,26,1995,2016
m/tanna_2016,Tanna,Fresh,92.0,39.0,Upright,76.0,771.0,12,36,3,2016,2017
m/tanner-hall,Tanner Hall,Rotten,16.0,19.0,Spilled,26.0,1022.0,9,3,16,2011,2017
m/tao_of_steve,The Tao of Steve,Fresh,80.0,49.0,Upright,69.0,6242.0,11,39,10,2000,2012
m/tap,Tap,Rotten,50.0,8.0,Upright,69.0,2070.0,2,4,4,1989,2012
m/tap_world,Tap World,Fresh,86.0,7.0,Spilled,59.0,89.0,6,6,1,2015,2016
m/tape,Tape,Fresh,77.0,100.0,Upright,76.0,8669.0,29,77,23,2001,2016
m/tapeheads,Tapeheads,Fresh,60.0,15.0,Spilled,46.0,4478.0,5,9,6,1988,2016
m/taps,Taps,Fresh,68.0,25.0,Upright,67.0,9669.0,5,17,8,1981,2015
m/targets,Targets,Fresh,89.0,28.0,Upright,81.0,3340.0,6,25,3,1968,2017
m/tarzan,Tarzan,Fresh,89.0,105.0,Upright,75.0,370288.0,28,93,12,1999,2015
m/tarzan_2013,Tarzan,Rotten,20.0,30.0,Spilled,33.0,3661.0,7,6,24,2014,2016
m/tarzan_escapes,Tarzan Escapes,Fresh,71.0,7.0,Spilled,58.0,327.0,0,5,2,1936,2012
m/tarzan_ii,Tarzan II,Rotten,33.0,6.0,Spilled,36.0,9558.0,0,2,4,2005,2016
m/tashan,Tashan,Rotten,50.0,6.0,Spilled,20.0,3601.0,3,3,3,2008,2017
m/taste_of_honey,A Taste of Honey,Fresh,89.0,19.0,Upright,87.0,2443.0,6,17,2,1961,2016
m/taste_the_blood_of_dracula,Taste the Blood of Dracula,Fresh,67.0,12.0,Spilled,55.0,3615.0,0,8,4,1970,2012
m/tatsumi_2011,Tatsumi,Fresh,94.0,18.0,Upright,80.0,486.0,7,17,1,2012,2016
m/taxi,Taxi,Rotten,9.0,106.0,Spilled,43.0,183814.0,29,10,96,2004,2015
m/taxi_driver,Taxi Driver,Fresh,96.0,92.0,Upright,93.0,260593.0,19,88,4,1976,2013
m/taxi_to_the_dark_side,Taxi to the Dark Side,Fresh,100.0,93.0,Upright,90.0,7426.0,29,93,0,2007,2019
m/teacher_2019,Teacher,Fresh,100.0,7.0,Upright,62.0,52.0,1,7,0,2019,2019
m/teachers,Teachers,Fresh,67.0,15.0,Spilled,45.0,1422.0,2,10,5,1984,2017
m/teachers_pet_2004,Teacher's Pet,Fresh,76.0,74.0,Spilled,47.0,1219.0,25,56,18,2004,2016
m/teaching_mrs_tingle,Teaching Mrs. Tingle,Rotten,19.0,70.0,Spilled,31.0,45090.0,25,13,57,1999,2016
m/team_america_world_police,Team America: World Police,Fresh,77.0,198.0,Upright,80.0,402902.0,39,152,46,2004,2013
m/tears_of_the_black_tiger,Fah talai jone (Tears of the Black Tiger),Fresh,75.0,63.0,Upright,76.0,3025.0,25,47,16,2007,2016
m/tears_of_the_sun,Tears of the Sun,Rotten,33.0,155.0,Upright,69.0,119745.0,40,51,104,2003,2016
m/ted_2,Ted 2,Rotten,45.0,206.0,Spilled,50.0,65290.0,45,92,114,2015,2015
m/ted_2012,Ted,Fresh,69.0,220.0,Upright,73.0,375380.0,47,152,68,2012,2015
m/ted_bundy,Ted Bundy,Rotten,41.0,22.0,Spilled,45.0,7631.0,6,9,13,2002,2017
m/teddy_bear_2012,Teddy Bear,Fresh,94.0,16.0,Upright,80.0,1802.0,9,15,1,2012,2016
m/teen_spirit_2019,Teen Spirit,Fresh,71.0,129.0,Spilled,58.0,275.0,24,92,37,2019,2019
m/teen_titans_go_to_the_movies,Teen Titans Go! To the Movies,Fresh,91.0,132.0,Upright,72.0,3536.0,22,120,12,2018,2018
m/teen_witch,Teen Witch,Rotten,44.0,9.0,Upright,74.0,12514.0,0,4,5,1989,2017
m/teen_wolf,Teen Wolf,Rotten,42.0,33.0,Spilled,52.0,72769.0,6,14,19,1985,2015
m/teenage-paparazzi,Teenage Paparazzo,Fresh,100.0,6.0,Upright,94.0,2549.0,1,6,0,2010,2016
m/teenage_2013,Teenage,Fresh,77.0,66.0,Spilled,49.0,2570.0,24,51,15,2014,2016
m/teenage_mutant_ninja_turtles_2013,Teenage Mutant Ninja Turtles,Rotten,21.0,160.0,Spilled,50.0,132054.0,44,34,127,2014,2016
m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,Teenage Mutant Ninja Turtles II - The Secret of the Ooze,Rotten,35.0,43.0,Upright,67.0,191919.0,15,15,28,1991,2016
m/teenage_mutant_ninja_turtles_iii,Teenage Mutant Ninja Turtles III,Rotten,23.0,31.0,Spilled,34.0,92066.0,7,7,24,1993,2008
m/teenage_mutant_ninja_turtles_out_of_the_shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,Rotten,37.0,171.0,Spilled,47.0,53635.0,28,64,107,2016,2016
m/teenage_mutant_ninja_turtles_the_movie,Teenage Mutant Ninja Turtles: The Movie,Rotten,40.0,52.0,Upright,81.0,252136.0,17,21,31,1990,2016
m/tees_maar_khan_2010,Tees Maar Khan,Rotten,11.0,9.0,Spilled,18.0,2007.0,2,1,8,2010,2016
m/teeth,Teeth,Fresh,80.0,70.0,Spilled,45.0,34908.0,21,56,14,2007,2009
m/tehran_taboo,Tehran Taboo,Fresh,97.0,36.0,Upright,81.0,221.0,12,35,1,2018,2018
m/tekken,Tekken,Rotten,0.0,6.0,Spilled,31.0,11283.0,0,0,6,2009,2017
m/tekkonkinkreet,Tekkonkinkreet (Tekkon kinkurîto),Fresh,75.0,20.0,Upright,88.0,7880.0,8,15,5,2007,2015
m/teknolust,Teknolust,Rotten,30.0,33.0,Spilled,39.0,806.0,7,10,23,2002,2020
m/tell_me_that_you_love_me_junie_moon,"Tell Me That You Love Me, Junie Moon",Rotten,22.0,9.0,Spilled,9.0,140.0,5,2,7,1970,2018
m/telling_lies_in_america,Telling Lies in America,Fresh,61.0,18.0,Spilled,45.0,1766.0,9,11,7,1997,2016
m/telstar_the_joe_meek_story,Telstar (Telstar: The Joe Meek Story),Fresh,81.0,27.0,Upright,69.0,557.0,8,22,5,2009,2016
m/temp,The Temp,Rotten,29.0,21.0,Spilled,16.0,1534.0,5,6,15,1993,2017
m/tempest,The Tempest,Rotten,30.0,89.0,Spilled,28.0,19173.0,37,27,62,2010,2016
m/temple_grandin,Temple Grandin,Fresh,100.0,30.0,Upright,94.0,5277.0,18,30,0,2010,2016
m/ten_thousand_saints_2015,Ten Thousand Saints,Rotten,58.0,36.0,Spilled,36.0,583.0,14,21,15,2015,2015
m/tenacious_d_in_the_pick_of_destiny,Tenacious D in The Pick of Destiny,Rotten,52.0,124.0,Upright,67.0,436478.0,41,65,59,2006,2009
m/tenant,The Tenant,Fresh,88.0,32.0,Upright,87.0,11326.0,6,28,4,1976,2017
m/tender_mercies,Tender Mercies,Fresh,84.0,25.0,Upright,82.0,3613.0,1,21,4,1983,2016
m/tequila_sunrise,Tequila Sunrise,Rotten,52.0,31.0,Spilled,40.0,27545.0,9,16,15,1988,2008
m/term_life,Term Life,Rotten,0.0,7.0,Spilled,32.0,1498.0,4,0,7,2016,2016
m/terminal_2018,Terminal,Rotten,21.0,67.0,Spilled,36.0,627.0,15,14,53,2018,2018
m/terminal_velocity,Terminal Velocity,Rotten,19.0,26.0,Spilled,22.0,12372.0,5,5,21,1994,2016
m/terminator,The Terminator,Fresh,100.0,64.0,Upright,89.0,776580.0,14,64,0,1984,2015
m/terminator_2_judgment_day,Terminator 2: Judgment Day,Fresh,93.0,82.0,Upright,94.0,748984.0,26,76,6,1991,2016
m/terminator_3_rise_of_the_machines,Terminator 3 - Rise of the Machines,Fresh,69.0,205.0,Spilled,46.0,441618.0,42,142,63,2003,2012
m/terminator_4,Terminator Salvation,Rotten,33.0,280.0,Spilled,54.0,885079.0,55,92,188,2009,2011
m/terminator_genisys,Terminator Genisys,Rotten,27.0,269.0,Spilled,53.0,82497.0,45,73,196,2015,2016
m/terms_and_conditions_may_apply,Terms And Conditions May Apply,Fresh,83.0,30.0,Upright,72.0,3406.0,11,25,5,2013,2016
m/terms_of_endearment,Terms of Endearment,Fresh,78.0,54.0,Upright,83.0,36329.0,11,42,12,1983,2013
m/terraferma_2011,Terraferma,Fresh,67.0,24.0,Spilled,57.0,293.0,9,16,8,2013,2016
m/terri_2011,Terri,Fresh,87.0,98.0,Upright,60.0,7321.0,35,85,13,2011,2016
m/terribly_happy,Terribly Happy (Frygtelig lykkelig),Fresh,88.0,48.0,Upright,73.0,2329.0,15,42,6,2010,2017
m/terrifier,Terrifier,Fresh,64.0,14.0,Spilled,54.0,846.0,0,9,5,2018,2018
m/terror_in_a_texas_town,Terror in a Texas Town,Fresh,100.0,6.0,Upright,68.0,434.0,0,6,0,1958,2016
m/terror_tract,Terror Tract,Fresh,60.0,5.0,Spilled,35.0,586.0,0,3,2,2000,2016
m/terror_train,Terror Train,Rotten,36.0,14.0,Spilled,38.0,5454.0,2,5,9,1980,2016
m/tess,Tess,Fresh,81.0,26.0,Upright,78.0,6331.0,6,21,5,1979,2017
m/testament_of_youth,Testament Of Youth,Fresh,84.0,125.0,Upright,78.0,9129.0,38,105,20,2015,2016
m/tetro,Tetro,Fresh,71.0,109.0,Upright,70.0,11727.0,41,77,32,2009,2016
m/tex,Tex,Fresh,85.0,13.0,Upright,66.0,2693.0,4,11,2,1982,2016
m/texas_chainsaw,Texas Chainsaw,Rotten,19.0,79.0,Spilled,40.0,117176.0,14,15,64,2013,2014
m/texas_chainsaw_massacre,The Texas Chainsaw Massacre,Rotten,37.0,156.0,Spilled,58.0,400615.0,38,57,99,2003,2014
m/texas_chainsaw_massacre_2,The Texas Chainsaw Massacre 2,Rotten,47.0,32.0,Spilled,44.0,50745.0,3,15,17,1986,2016
m/texas_chainsaw_massacre_the_next_generation,Texas Chainsaw Massacre: The Next Generation,Rotten,14.0,36.0,Spilled,18.0,31079.0,5,5,31,1994,2016
m/texas_killing_fields,Texas Killing Fields,Rotten,37.0,46.0,Spilled,27.0,5030.0,16,17,29,2011,2017
m/thale_2012,Thale,Rotten,55.0,11.0,Spilled,33.0,1417.0,3,6,5,2013,2017
m/thank_god_its_friday,Thank God It's Friday,Rotten,30.0,10.0,Spilled,37.0,613.0,1,3,7,1978,2012
m/thank_you_for_playing,Thank You For Playing,Fresh,90.0,10.0,Upright,71.0,120.0,5,9,1,2016,2017
m/thank_you_for_smoking,Thank You for Smoking,Fresh,86.0,182.0,Upright,87.0,258569.0,44,157,25,2006,2015
m/thank_you_for_your_service_2017,Thank You for Your Service,Fresh,77.0,114.0,Upright,72.0,6860.0,34,88,26,2017,2018
m/thanks_for_sharing,Thanks For Sharing,Rotten,51.0,117.0,Spilled,43.0,10804.0,42,60,58,2013,2015
m/that-touch-of-mink,That Touch of Mink,Fresh,78.0,9.0,Upright,70.0,7667.0,0,7,2,1962,2013
m/that_awkward_moment,That Awkward Moment,Rotten,22.0,140.0,Spilled,46.0,43737.0,38,31,110,2014,2015
m/that_evening_sun,That Evening Sun,Fresh,82.0,38.0,Upright,76.0,919.0,11,31,7,2009,2016
m/that_man_from_rio,That Man From Rio,Fresh,92.0,13.0,Upright,79.0,625.0,4,12,1,1964,2016
m/that_night,That Night,Fresh,67.0,6.0,Upright,80.0,2163.0,1,4,2,1993,2015
m/that_obscure_object_of_desire,That Obscure Object of Desire,Fresh,100.0,30.0,Upright,90.0,7488.0,4,30,0,1977,2016
m/that_old_feeling,That Old Feeling,Rotten,43.0,14.0,Spilled,59.0,6620.0,4,6,8,1997,2015
m/that_sugar_film,That Sugar Film,Fresh,68.0,38.0,Upright,75.0,1577.0,16,26,12,2015,2016
m/that_thing_you_do,That Thing You Do!,Fresh,93.0,58.0,Upright,78.0,126507.0,19,54,4,1996,2015
m/that_uncertain_feeling,That Uncertain Feeling,Fresh,67.0,6.0,Spilled,57.0,380.0,1,4,2,1941,2015
m/thats-entertainment-iii,That's Entertainment! III,Fresh,100.0,7.0,Upright,82.0,427.0,2,7,0,1994,2009
m/thats_entertainment,That's Entertainment,Fresh,100.0,14.0,Upright,85.0,5364.0,2,14,0,1973,2009
m/thats_my_boy_2012,That's My Boy,Rotten,20.0,115.0,Spilled,51.0,121807.0,30,23,92,2012,2014
m/thats_the_way_i_like_it,That's the Way I Like It (Forever Fever),Rotten,47.0,15.0,Upright,85.0,1200.0,4,7,8,1999,2016
m/thats_what_i_am,That's What I Am,Fresh,60.0,20.0,Upright,68.0,1784.0,9,12,8,2011,2016
m/thats_what_she_said_2012,That's What She Said,Rotten,8.0,12.0,Spilled,31.0,287.0,8,1,11,2012,2016
m/the-5000-fingers-of-dr-t,"The 5,000 Fingers of Dr. T",Fresh,81.0,16.0,Upright,75.0,3008.0,2,13,3,1953,2012
m/the-9th-company,The 9th Company (9 rota),Fresh,69.0,16.0,Upright,75.0,6758.0,7,11,5,2005,2018
m/the-actress-1953,The Actress,Fresh,60.0,5.0,Spilled,45.0,107.0,1,3,2,1953,2017
m/the-adventures-of-sharkboy-and-lavagirl-in-3d,The Adventures of Sharkboy and Lavagirl in 3-D,Rotten,19.0,124.0,Spilled,33.0,32211.0,33,24,100,2005,2016
m/the-baby1973,The Baby,Fresh,93.0,15.0,Spilled,53.0,400.0,1,14,1,1973,2017
m/the-best-and-the-brightest,The Best and the Brightest,Rotten,26.0,19.0,Spilled,30.0,1061.0,11,5,14,2011,2016
m/the-blue-tooth-virgin,The Blue Tooth Virgin,Fresh,62.0,13.0,Spilled,52.0,468.0,6,8,5,2009,2017
m/the-bridesmaid,La demoiselle d'honneur (The Bridesmaid),Fresh,93.0,54.0,Spilled,59.0,1684.0,21,50,4,2004,2016
m/the-bunker,The Bunker,Fresh,80.0,5.0,Spilled,34.0,3077.0,1,4,1,2004,2017
m/the-cake-eaters,The Cake Eaters,Fresh,64.0,25.0,Spilled,48.0,12623.0,13,16,9,2007,2016
m/the-company-men,The Company Men,Fresh,67.0,169.0,Spilled,55.0,33914.0,47,114,55,2011,2017
m/the-crimson-kimono-1959,The Crimson Kimono,Fresh,83.0,12.0,Upright,71.0,430.0,3,10,2,1959,2015
m/the-croods,The Croods,Fresh,71.0,143.0,Upright,77.0,193687.0,37,102,41,2013,2015
m/the-debut2000,The Debut,Fresh,74.0,23.0,Upright,73.0,1277.0,10,17,6,2000,2012
m/the-desert-of-forbidden-art,The Desert Of Forbidden Art,Fresh,89.0,18.0,Upright,88.0,243.0,6,16,2,2011,2016
m/the-eagle-of-the-ninth,The Eagle,Rotten,39.0,157.0,Spilled,41.0,42605.0,41,62,95,2011,2014
m/the-evil-dead,The Evil Dead,Fresh,95.0,62.0,Upright,84.0,202827.0,6,59,3,1981,2016
m/the-fall-2008,The Fall,Fresh,61.0,110.0,Upright,85.0,103883.0,34,67,43,2006,2014
m/the-family-that-preys,The Family That Preys,Rotten,53.0,43.0,Upright,61.0,50280.0,13,23,20,2008,2016
m/the-food-of-the-gods,The Food of the Gods,Rotten,24.0,17.0,Spilled,26.0,820.0,1,4,13,1976,2017
m/the-foot-fist-way,The Foot Fist Way,Rotten,54.0,84.0,Spilled,46.0,4866.0,33,45,39,2006,2013
m/the-gods-must-be-crazy,The Gods Must Be Crazy,Fresh,85.0,26.0,Upright,84.0,49718.0,5,22,4,1980,2015
m/the-great-mouse-detective,The Great Mouse Detective,Fresh,80.0,25.0,Upright,79.0,58800.0,6,20,5,1986,2016
m/the-heart-is-deceitful-above-all-things,The Heart Is Deceitful Above All Things,Rotten,41.0,51.0,Upright,70.0,9373.0,18,21,30,2004,2017
m/the-heart-of-the-game,The Heart of the Game,Fresh,87.0,100.0,Upright,83.0,24332.0,41,87,13,2005,2016
m/the-hero-of-color-city,The Hero of Color City,Rotten,29.0,21.0,Spilled,48.0,328.0,12,6,15,2014,2015
m/the-house-by-the-cemetery,The House By The Cemetery (Quella villa accanto al cimitero),Rotten,45.0,11.0,Spilled,49.0,7042.0,0,5,6,1981,2017
m/the-killing-of-john-lennon,The Killing of John Lennon,Rotten,39.0,36.0,Spilled,46.0,35246.0,18,14,22,2006,2008
m/the-knack-and-how-to-get-it,The Knack...And How to Get It,Fresh,71.0,14.0,Upright,70.0,1187.0,0,10,4,1965,2016
m/the-last-run-1971,The Last Run,Rotten,40.0,5.0,Spilled,43.0,187.0,2,2,3,1971,2016
m/the-left-handed-gun,The Left Handed Gun,Fresh,90.0,10.0,Spilled,54.0,689.0,4,9,1,1958,2012
m/the-lightkeepers,The Lightkeepers,Rotten,20.0,5.0,Spilled,47.0,203.0,1,1,4,2010,2016
m/the-lost,The Lost,Fresh,83.0,6.0,Upright,62.0,739.0,1,5,1,2008,2019
m/the-man,The Man,Rotten,12.0,102.0,Spilled,41.0,85175.0,33,12,90,2005,2013
m/the-missing-gun,The Missing Gun,Rotten,38.0,8.0,Upright,67.0,197.0,2,3,5,2003,2012
m/the-navigator,The Navigator,Fresh,100.0,19.0,Upright,89.0,3192.0,2,19,0,1924,2016
m/the-next-man,The Next Man,Rotten,14.0,7.0,Spilled,17.0,243.0,3,1,6,1976,2017
m/the-passenger-professione-reporter,Professione: reporter (The Passenger),Fresh,88.0,74.0,Upright,85.0,8814.0,21,65,9,1975,2012
m/the-perfect-host,The Perfect Host,Rotten,45.0,33.0,Spilled,55.0,8135.0,14,15,18,2011,2016
m/the-pleasure-of-being-robbed,The Pleasure of Being Robbed,Rotten,27.0,11.0,Spilled,37.0,397.0,5,3,8,2008,2017
m/the-resident,The Resident,Rotten,35.0,31.0,Spilled,27.0,7575.0,7,11,20,2012,2016
m/the-romantics,The Romantics,Rotten,14.0,35.0,Spilled,21.0,14751.0,17,5,30,2010,2016
m/the-safety-of-objects,The Safety of Objects,Rotten,50.0,74.0,Upright,65.0,4221.0,29,37,37,2001,2017
m/the-scenesters,The Scenesters,Rotten,50.0,8.0,Upright,69.0,173.0,3,4,4,2011,2014
m/the-scent-of-green-papaya,The Scent of Green Papaya (Mùi du du xanh - L'odeur de la papaye verte),Fresh,100.0,17.0,Upright,82.0,5935.0,2,17,0,1993,2016
m/the-secret-of-kells,The Secret of Kells,Fresh,90.0,83.0,Upright,85.0,11544.0,25,75,8,2010,2016
m/the-secret-of-roan-inish,The Secret of Roan Inish,Fresh,95.0,44.0,Upright,87.0,7323.0,16,42,2,1995,2016
m/the-sicilian-girl,La Siciliana Ribelle (The Sicilian Girl),Rotten,55.0,31.0,Upright,61.0,684.0,11,17,14,2010,2016
m/the-social-network,The Social Network,Fresh,96.0,321.0,Upright,86.0,204126.0,59,307,14,2010,2012
m/the-taqwacores,The Taqwacores,Rotten,41.0,27.0,Spilled,49.0,4808.0,13,11,16,2010,2017
m/the-terror-the-haunting-lady-of-the-shadows,The Terror (The Haunting) (The Castle of Terror),Rotten,36.0,11.0,Spilled,22.0,3626.0,0,4,7,1963,2016
m/the-three-musketeers2004,"Mickey, Donald, Goofy: The Three Musketeers",Rotten,36.0,11.0,Spilled,49.0,6946.0,0,4,7,2004,2016
m/the-tigger-movie,The Tigger Movie,Fresh,62.0,74.0,Upright,62.0,57867.0,21,46,28,2000,2016
m/the-trotsky,The Trotsky,Fresh,79.0,14.0,Upright,70.0,1964.0,3,11,3,2010,2016
m/the-vanishing-of-the-bees,The Vanishing of the Bees,Rotten,58.0,19.0,Upright,63.0,698.0,5,11,8,2011,2016
m/the-war1994,The War,Rotten,25.0,16.0,Upright,73.0,17376.0,4,4,12,1994,2014
m/the-warriors-way,The Warrior's Way,Rotten,31.0,42.0,Spilled,47.0,26687.0,10,13,29,2010,2011
m/the-yakuza1975,The Yakuza,Rotten,59.0,17.0,Upright,72.0,1739.0,4,10,7,1975,2016
m/the_100_year_old_man_who_climbed_out_the_window_and_disappeared,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Fresh,68.0,80.0,Upright,69.0,4936.0,24,54,26,2015,2016
